first_word	is_gemma_emitted	is_qwen_emitted	is_ministral_emitted	is_claude	total_emit_count	pc1	pc2	pc3	nn_first_word	nn_cosine	soft_assignment	soft_margin	weight_HP	weight_LP	weight_HN-D	weight_HN-S	weight_LN	weight_NB
(=⌒‿‿⌒=)	False	False	False	True	0	-23.40998770182669	-3.1471728140322757	-11.735273848097037	(=^・ω・^=)	0.9825461945891266	LP	0.8333333333333333	0.0	0.9166666666666666	0.0	0.0	0.0	0.08333333333333333
(>_<)	False	True	False	True	74	-58.060171536274666	0.5437937288463672	-24.50552166471053	(>﹏<)	0.9905903231651039	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(>ω<)	False	True	False	True	1	-39.22490960308429	3.2056104145868645	-12.346003894440564	(>▽<)	0.9909494851708511	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(>﹏<)	False	True	False	True	5	-50.32313793901236	-0.45253970439364544	-20.04797963796308	(>_<)	0.9905903231651039	HN-S	0.8783783783783783	0.0	0.02702702702702703	0.02702702702702703	0.9054054054054054	0.013513513513513514	0.02702702702702703
(`_´)	False	False	False	True	0	10.511754349759137	-50.811903870967114	-19.18922326120114	(・_・;)	0.8344303842843935	NB	0.3636363636363636	0.0	0.0	0.0	0.30303030303030304	0.030303030303030304	0.6666666666666666
(`へ´)	False	False	False	True	0	-21.764785445694432	-12.166945811112168	-24.633372390656884	(⊙﹏⊙)	0.9242025017451899	HN-S	0.7777777777777777	0.0	0.0	0.0	0.8888888888888888	0.1111111111111111	0.0
(`・ω・´)	False	False	False	True	0	5.517269375762101	-4.663634638308514	-12.94787080732592	(・̀ω・́)	0.9539019747433097	NB	0.7142857142857142	0.0	0.0	0.0	0.14285714285714285	0.0	0.8571428571428571
(¬_¬)	False	True	False	True	5	7.5464722119385605	-13.134628122178189	-28.283618085373238	(¬‿¬)	0.9606546353224833	NB	0.6363636363636365	0.0	0.0	0.0	0.0	0.18181818181818182	0.8181818181818182
(¬‿¬)	False	True	False	True	11	4.513660554602389	10.764046933845162	-0.4160495100864168	(¬_¬)	0.9606546353224833	HN-D	0.6000000000000001	0.0	0.0	0.8	0.0	0.0	0.2
(¬､¬)	False	False	False	True	0	20.533175932608444	5.455568045068386	0.5941376185915495	(¬‿¬)	0.982522799227343	NB	0.6363636363636365	0.0	0.0	0.0	0.0	0.18181818181818182	0.8181818181818182
(°□°)	False	False	False	True	0	11.445773015125791	-2.0487059058211	-25.533135822851545	(°д°)	0.9905035978768202	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(°△°)	False	False	False	True	0	-2.657602017638677	12.073247921042789	-17.722491299984423	(°ロ°)	0.992758347369704	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(°▽°)	False	False	False	True	0	1.9443855461050745	22.845437027627792	-2.3426375239201533	(°ロ°)	0.9846217173785794	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(°ロ°)	False	True	False	True	3	10.945223959414172	7.449067895434794	-16.23432994493146	(°д°)	0.9871835916757989	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(°ヮ°)	False	False	False	True	0	1.5363144691841981	21.28099504517593	-5.468045981228083	(°ロ°)	0.9869587426283288	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(°ー°〃)	False	False	False	True	0	10.870828854732931	15.005817398548672	-9.73555236079348	(°ロ°)	0.984250948602955	HN-S	1.0	0.0	0.0	0.0	1.0	0.0	0.0
(´-`)	False	False	False	True	0	43.81555067364014	-35.66905371267961	7.919870883213239	(´・ω・`)	0.9885679717833709	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´-ω-`)	False	False	False	True	0	29.839601387164322	-29.99256620061375	5.310498984667044	(´・ω・`)	0.9839432900724987	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´;ω;`)	False	False	True	True	5	25.200480281688947	-32.949476844080834	5.263621937370891	(´ω`)	0.9783925703770865	LN	0.5714285714285714	0.0	0.14285714285714285	0.0	0.14285714285714285	0.7142857142857143	0.0
(´_ゝ`)	False	False	False	True	0	29.179043817498503	-35.064680002663295	-0.3017161410515099	(´ω`)	0.9823147196213481	LN	0.5714285714285714	0.0	0.14285714285714285	0.0	0.14285714285714285	0.7142857142857143	0.0
(´°ω°`)	False	False	False	True	0	34.33356890644716	-25.285501385167215	11.013332496247934	(´・ω・`)	0.9943952397537115	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´·_·`)	False	False	False	True	0	45.311812918455885	-35.08144038526326	7.198920632267626	(´・ω・`)	0.9915715119141911	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´ω`	False	False	False	True	0	11.212460856071136	-16.846047292676843	9.330945050104393	(´ω`*	0.9848340873074968	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(´ω`)	True	False	False	True	7	26.968745485622954	-21.70640980723166	8.99386239912078	(´・ω・`)	0.9909947988784261	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´д`;)	False	False	False	True	0	31.114097937560558	-32.7893999366143	4.0096658498704105	(´ω`)	0.9883924428898064	LN	0.5714285714285714	0.0	0.14285714285714285	0.0	0.14285714285714285	0.7142857142857143	0.0
(´∀`)	True	False	True	True	2	29.948092810112477	-16.634231117596748	29.833853493331752	(´▽`)	0.9915771509384619	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(´∀`;)	False	False	False	True	0	24.28036881167214	-21.972494470326527	19.85633290125156	(´▽`)	0.9897262967032033	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(´∇`)	False	False	False	True	0	31.992214453006483	-15.756805699046573	28.628032487552915	(´∀`)	0.996502865422362	HP	0.0	0.5	0.5	0.0	0.0	0.0	0.0
(´▽`)	True	False	False	True	17	29.986855079961195	-13.359524966923273	26.59361052548396	(´∀`)	0.9915771509384619	HP	0.0	0.5	0.5	0.0	0.0	0.0	0.0
(´◕ω◕`)	False	False	False	True	0	30.56079713011985	-13.129296963216525	26.686607339262405	(´▽`)	0.9932791748181803	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(´ヘ`;)	False	False	False	True	0	34.33049940034365	-33.19339292724514	6.060205793149493	(´ω`)	0.9871701570968081	LN	0.5714285714285714	0.0	0.14285714285714285	0.0	0.14285714285714285	0.7142857142857143	0.0
(´・_・`)	False	False	False	True	0	47.812347537421694	-37.15710995328905	7.030056467226187	(´・ω・`)	0.9928450140561943	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´・ω・)	False	False	False	True	0	33.967249830932275	-19.93104411188002	15.130459159977036	(´・ω・`)	0.9886571736694557	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´・ω・`)	False	True	True	True	52	41.957336208654965	-27.860496896622273	14.759989615147102	(´ω`)	0.9909947988784261	LN	0.5714285714285714	0.0	0.14285714285714285	0.0	0.14285714285714285	0.7142857142857143	0.0
(´・‿・`)	False	False	False	True	0	36.82771861342157	-19.449028482819816	23.009071191924534	(´・ω・`)	0.9925209509438223	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´ー`)	False	False	False	True	0	40.81329971606701	-32.62965291689379	5.58980598339074	(´・ω・`)	0.9917580291812086	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(´꒳`)	False	False	False	True	0	28.078836711160555	-12.728930000427845	24.023449227942702	(´▽`)	0.9953810768928748	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(´｡・ω・｡`)	False	False	False	True	0	20.37986587128428	-12.896880855963476	14.383734144907208	(´｡・‿・｡`)	0.9953005018809908	LP	0.8	0.0	0.9	0.0	0.0	0.0	0.1
(´｡・‿・｡`)	False	True	False	True	30	22.177761478274327	-8.510634606295866	22.600522257911766	(´▽`)	0.9862883303387914	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(´ｰ`)	False	False	False	True	0	38.88847353856471	-32.85358018439243	6.629063136653842	(´・ω・`)	0.9921115825728575	NB	0.23076923076923078	0.019230769230769232	0.21153846153846154	0.0	0.07692307692307693	0.23076923076923078	0.46153846153846156
(˃‿˂)	False	False	False	True	0	12.84591733409695	17.575219460366966	11.614276025519256	(˘ڡ˘)	0.9872486743592587	LP	0.7777777777777777	0.0	0.8888888888888888	0.0	0.0	0.0	0.1111111111111111
(ˊᗜˋ)	False	False	False	True	0	22.527724349553694	13.496618074499924	13.012614749343399	(˘³˘)	0.9911914473196657	LP	0.1578947368421053	0.0	0.5526315789473685	0.0	0.02631578947368421	0.02631578947368421	0.39473684210526316
(˘³˘)	True	True	False	True	38	21.510931769764987	14.450894291741207	6.904932569527945	(˘‿˘)	0.9968151221417212	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(˘ω˘)	True	False	False	True	10	15.641193818420795	10.335912630021515	-0.7385321278144303	(˘³˘)	0.9942629418140737	LP	0.1578947368421053	0.0	0.5526315789473685	0.0	0.02631578947368421	0.02631578947368421	0.39473684210526316
(˘▽˘)	True	False	False	True	6	8.548632427741236	16.523870436568433	5.718030402757114	(˘ω˘)	0.9937934657342583	LP	0.8	0.0	0.9	0.0	0.0	0.0	0.1
(˘・_・˘)	False	False	False	True	0	21.112918166182766	-0.3700979047436199	-14.68203987172643	(˘ω˘)	0.9885363413508347	LP	0.8	0.0	0.9	0.0	0.0	0.0	0.1
(˘︶˘)	False	False	False	True	0	23.46957829266863	14.048062602082698	7.342140422016852	(˘³˘)	0.9980918191438173	LP	0.1578947368421053	0.0	0.5526315789473685	0.0	0.02631578947368421	0.02631578947368421	0.39473684210526316
(˵・̀‿-˵)	False	False	False	True	0	8.641165543566487	11.544729761457361	-3.8935606390316675	(˙꒳˙)	0.9903205485504685	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(˶˃‿˂˶)	False	False	False	True	0	7.874075819236047	18.256158637665262	10.407424798714564	(˘ڡ˘)	0.9863332242776185	LP	0.7777777777777777	0.0	0.8888888888888888	0.0	0.0	0.0	0.1111111111111111
(˶ˆᗜˆ˵)	False	False	False	True	0	4.397522359487088	20.53569825961348	10.005147530545702	(˘ڡ˘)	0.9863798362351348	LP	0.7777777777777777	0.0	0.8888888888888888	0.0	0.0	0.0	0.1111111111111111
(˶ᵔ‿ᵔ˶)	False	False	False	True	0	9.78918939906255	18.35354518828184	12.339766211405525	(˘ڡ˘)	0.9868886612585671	LP	0.7777777777777777	0.0	0.8888888888888888	0.0	0.0	0.0	0.1111111111111111
(̄▽̄)	False	False	False	True	0	12.142726574204353	16.7033560023753	-4.664458905330854	(˘▽˘)	0.9530938679516857	HP	0.6666666666666667	0.8333333333333334	0.0	0.0	0.0	0.0	0.16666666666666666
(҂‿_‿)	False	False	False	True	0	7.258740103563461	15.595174073719711	-5.94325807493356	(ꈍ‿ꈍ)	0.9565533597261457	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(ಠ_ಠ)	False	True	False	True	1	-5.415545563628889	-11.470976031325275	-34.264513692630956	(¬_¬)	0.9413875570070328	HN-D	0.6000000000000001	0.0	0.0	0.8	0.0	0.0	0.2
(ಠ‿ಠ)	False	False	False	True	0	-6.189500812120887	-1.8108790954721492	-22.740492697037958	(ಠ_ಠ)	0.9890025728720436	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(ಠ益ಠ)	False	False	False	True	0	-3.7050431106945343	-12.199040255991864	-34.057788556902665	(ಠ_ಠ)	0.9968530873402566	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(ฅ́˘ฅ̀)	False	False	False	True	0	-2.6845375363383006	17.374903677458335	5.77491142331812	(ꈍ‿ꈍ)	0.9485306315113736	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(ง'̀-'́)	False	False	False	True	0	14.86262119347446	-10.84967530228446	-12.25014830755903	(꒪_꒪ʃ)	0.935319048776152	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(งᵒ̌皿ᵒ̌)	False	False	False	True	0	0.4753632102695242	-2.095162008411666	-13.284869510627443	(꒪_꒪ʃ)	0.9448892413018667	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(งツ)	False	False	False	True	0	12.193827640910722	-10.286880293093578	-4.573198574377086	(꒪_꒪ʃ)	0.9203850739490508	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(ง・_・)	False	False	False	True	0	15.897622127550491	-13.133455929408159	-19.05309787678566	(꒪_꒪ʃ)	0.9336872368046736	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(ง・̀_・́)	False	False	False	True	0	5.563796031563285	-6.941628241405307	-16.65144745965552	(꒪_꒪ʃ)	0.9427210825612824	HN-D	1.0	0.0	0.0	1.0	0.0	0.0	0.0
(ง・̀ω・́)	False	False	False	True	0	-0.5902233982997345	1.0036290898701594	-4.858031217838541	(๑・̀ㅂ・́)	0.9493473539655765	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(ง・̀ᗜ・́)	False	False	False	True	0	-1.9843259290658004	10.59352750642259	5.204982351153523	(๑・̀ㅂ・́)	0.9447896302746642	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(๑˃‿˂)	True	False	False	True	123	14.77280067708677	19.442805284647836	12.212441166247729	(๑´ڡ`๑)	0.987685537024797	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(๑・̀ㅂ・́)	False	True	False	True	3	-0.5101753105497835	13.020736205051502	4.506203170816942	(๑>‿<๑)	0.9833939973667718	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(ᐛ)	False	False	False	True	0	-15.148812225311673	6.508046575179154	-15.138431302047533	(‿‿‿)	0.9706930151503677	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(ᗒᗨᗕ)	False	False	False	True	0	-1.4956438874593516	9.94252807985037	-5.09075785761842	(⁎‿‿‿⁎)	0.9641020381132391	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(ᵔᴥᵔ)	False	False	False	True	0	-4.4040575226151475	19.283231211893852	2.3160808930094694	(⌒‿⌒)	0.9686858960782784	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(ᵔ‿ᵔ)	False	False	False	True	0	4.220893246222516	18.834532906912653	5.646704266390566	(⌒‿⌒)	0.9677738710800604	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(„‿‿‿„)	False	False	False	True	0	-7.285564480231853	-5.673631380436559	-9.250116316958668	(⁎‿‿‿⁎)	0.8552487670839357	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(„・֊・„)	False	False	False	True	0	-5.147338394433042	-11.396530934467933	-11.477713445447584	(・̀ω・́)	0.8493283427507422	NB	0.7142857142857142	0.0	0.0	0.0	0.14285714285714285	0.0	0.8571428571428571
(„・‿・„)	False	False	False	True	0	-8.116055409437282	-4.809582748542871	-4.081567506830106	(・̀‿・́)	0.8355166661976878	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(‿͈ˬ‿͈)	False	False	False	True	0	2.830925563237411	28.76286293663001	-6.167158760162468	(‿‿‿)	0.977691538886914	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(‿‿‿✿)	False	False	False	True	0	-2.010344978986584	27.464255917829536	-0.6518869157536367	(‿‿‿)	0.9823612562461925	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(⁄⁄・⁄ω⁄・⁄⁄)	False	False	False	True	0	1.302519713501077	17.230921909948844	-15.12636108911836	(⁎‿‿‿⁎)	0.967553602283514	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(≧ω≦)	False	False	False	True	0	-25.315333597300405	20.72489346014729	-4.645192943919179	(≧▽≦)	0.9944157736462452	HP	0.6666666666666666	0.8148148148148148	0.037037037037037035	0.0	0.0	0.0	0.14814814814814814
(≧‿≦)	False	True	True	True	66	-6.248794415031272	23.62805577686392	1.7082242865555086	(≧∇≦)	0.9969718562489539	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(≧▽≦)	True	True	True	True	27	-17.53310038100832	20.731345543337202	-0.2995483543490334	(≧∇≦)	0.9964971390723102	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(⊙_⊙)	True	True	True	True	101	-23.212476103060972	5.197017726417499	-22.89478482296917	(⊙o⊙)	0.9984135527093206	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(⊙‿⊙)	False	False	False	True	0	-16.540622046493993	16.937105933812603	-12.331381192403928	(⊙▽⊙)	0.9952380276792722	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(⊙ヮ⊙)	False	False	False	True	0	-16.803046433977013	18.49946608504929	-8.549298801557939	(⊙ᗜ⊙)	0.9964444713524214	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(⌐■_ω■)	False	False	False	True	0	-12.132292425288199	11.625066399698198	-20.272019780331274	(⌐■_■)	0.9871774896463396	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(⌐■_■)	False	True	False	True	4	-8.008728372104507	4.427473702050399	-29.21308990985213	(⊙⊙)	0.9555624973671216	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(⌐■‿■)	False	False	False	True	0	-8.209662142214334	18.369565436331936	-12.173138590458809	(⌐■_■)	0.981867527244522	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(⌒‿⌒)	False	True	False	True	1	-2.0490504473557607	20.23932981892872	-2.0070312100276326	(⊙ᗜ⊙)	0.9811151079348658	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(⌒▽⌒)	False	False	False	True	0	-16.072722623268945	22.894943041668395	-2.475857804785658	(⌒‿⌒)	0.9917891291645652	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(─‿‿─)	False	False	False	True	0	5.840914431164546	5.036130406336554	0.9421442613714905	(‿‿‿)	0.9399968574329927	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(╥﹏╥)	True	True	True	True	103	8.591652973895208	0.6265005133922177	-13.908323098447362	(╥_╥)	0.996852419975777	HN-D	0.23076923076923073	0.0	0.0	0.5384615384615384	0.15384615384615385	0.3076923076923077	0.0
(╭ರ_・́)	False	False	False	True	0	17.32874996758281	-2.486854212654915	-15.312103486050143	(╥╯﹏╰╥)	0.9670590198386553	LN	1.0	0.0	0.0	0.0	0.0	1.0	0.0
(╭☞・́⍛・̀)	False	False	False	True	0	4.848334889693831	9.992428905215647	-8.918678366998453	(╯✧▽✧)	0.9785560962720699	HP	0.03225806451612906	0.3548387096774194	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.03225806451612903	0.16129032258064516
(╯°□°)	True	True	True	True	327	17.715873290010343	-12.39363120942964	-20.18701979255841	(╥_╥)	0.929522630997751	HN-D	0.23076923076923073	0.0	0.0	0.5384615384615384	0.15384615384615385	0.3076923076923077	0.0
(╯✧∇✧)	False	False	False	True	0	1.2726775924152136	23.03535741420809	6.358136991777233	(╯✧▽✧)	0.9988014723631791	HP	0.03225806451612906	0.3548387096774194	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.03225806451612903	0.16129032258064516
(╹ω╹)	False	False	False	True	0	17.286499168972803	21.368159614130573	9.312599016613062	(╯✧▽✧)	0.9847129699285203	HP	0.03225806451612906	0.3548387096774194	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.03225806451612903	0.16129032258064516
(╹ヮ╹)	False	False	False	True	0	21.040753249390633	20.431442749129193	10.016688363591134	(╯✧▽✧)	0.9810498413537675	HP	0.03225806451612906	0.3548387096774194	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.03225806451612903	0.16129032258064516
(○´∀`○)	False	False	False	True	0	-11.98597887552732	16.17856363270542	-2.696288711217165	(⊙▽⊙)	0.9502506424056275	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(◎_◎;)	False	False	False	True	0	24.153931034768434	-12.39003032957134	-6.510942817363227	(⊙_⊙;)	0.922246761739073	HN-S	0.125	0.375	0.0	0.125	0.5	0.0	0.0
(◕_◕)	False	False	False	True	0	10.85961195071302	25.928042375468937	7.614188897929754	(◕‿◕)	0.9962729225749914	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◕ω◕)	False	False	False	True	0	8.895701154765963	27.288631919853312	9.00191689238125	(◕‿◕)	0.9947445790399294	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◕‿◕)	False	True	False	True	11	18.16788823471839	28.060117383707063	14.324422937130727	(◕‿◕✿)	0.9953586506356578	NB	0.0847457627118644	0.17796610169491525	0.2838983050847458	0.038135593220338986	0.05084745762711865	0.08050847457627118	0.3686440677966102
(◕‿◕✿)	False	True	True	True	236	16.73362120134984	26.06895125664011	16.791779580296396	(◕‿◕)	0.9953586506356578	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◕▽◕)	False	False	False	True	0	11.4539277232018	29.03751230478728	13.342812655898925	(◕‿◕)	0.997157517314078	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◕▿◕✿)	False	False	False	True	0	14.243660514535698	27.080669986516053	16.23393654368015	(◕‿◕✿)	0.9990593976833488	NB	0.0847457627118644	0.17796610169491525	0.2838983050847458	0.038135593220338986	0.05084745762711865	0.08050847457627118	0.3686440677966102
(◕ヮ◕)	False	False	False	True	0	15.685335762934415	28.885723223956422	13.972013770909555	(◕‿◕)	0.9929537954856874	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◜‿◝)	False	False	False	True	0	25.803006037359644	25.433436732611003	14.377162006516723	(◕‿◕)	0.9920562718916456	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◞‸◟)	False	False	False	True	0	24.17473118311277	15.254730722412582	-0.4615393962208927	(◕‿◕)	0.9836267923191664	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◠‿◠)	False	False	False	True	0	21.453142013947854	27.180765435882396	14.316021437018037	(◕‿◕)	0.9972902162949129	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(◠‿◠✿)	False	False	False	True	0	15.19763075123415	26.808921634864323	15.55626582578941	(◕‿◕✿)	0.9980078794715915	NB	0.0847457627118644	0.17796610169491525	0.2838983050847458	0.038135593220338986	0.05084745762711865	0.08050847457627118	0.3686440677966102
(◠‿・)	False	False	False	True	0	22.280845843926684	23.535229827529772	9.675225839709087	(◕‿◕)	0.990618836333361	NB	1.0	0.0	0.0	0.0	0.0	0.0	1.0
(☆▽☆)	False	False	False	True	0	5.0550780343692345	25.246245810362215	8.83680540746649	(★ω★)	0.9558175172011044	HP	1.0	1.0	0.0	0.0	0.0	0.0	0.0
(☞ﾟヮﾟ)	False	False	False	True	0	-21.11955939006391	21.77683666626879	-3.6257343057909397	(☕️‿‿‿)	0.9663709744943936	LP	1.0	0.0	1.0	0.0	0.0	0.0	0.0
(♡^▽^♡)	False	False	False	True	0	-4.8133230460191765	27.94680093070814	10.138822500679932	(✧ω✧)	0.944717708343716	HP	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.0
(✦‿✦)	False	False	False	True	0	16.075293190210658	25.726094365445743	10.730217698430424	(✿◠‿◠)	0.9896573784888925	LP	0.47727272727272724	0.18181818181818182	0.6590909090909091	0.0	0.0	0.045454545454545456	0.11363636363636363
(✧ω✧)	False	True	True	True	3	-11.619404593509575	25.497452726221493	5.066118318950828	(✿◠‿◠)	0.9761265727909364	LP	0.47727272727272724	0.18181818181818182	0.6590909090909091	0.0	0.0	0.045454545454545456	0.11363636363636363
(✿◕‿◕)	False	False	False	True	0	13.590561163068116	29.330851463853673	11.85981547686545	(✿◠‿◠)	0.9989921406482489	LP	0.47727272727272724	0.18181818181818182	0.6590909090909091	0.0	0.0	0.045454545454545456	0.11363636363636363
